"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","he-lazy-image src 3"
"https://www.hepsiemlak.com/antalya-serik-yeni-kiralik/daire/147608-94","20","14.500","06-05-2025","Kiralık Daire","2 +
                          1","135 m²","15
                        Yaşında","En Üst Kat","","","","Antalya Serik Cumhuriyet Mahallesi 2+1 Doğalgazlı Daire","Antalya / Serik / Yeni Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/2/5/4/5/4/4/402fcb5d-a72a-472a-b3eb-8a4900aa9ab5.jpg","",""
"https://www.hepsiemlak.com/antalya-alanya-kestel-kiralik/daire/133424-156","32","11.000","18-05-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık 1+1 Daire","Antalya / Alanya / Kestel Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/7/4/9/0/4/4/1737810054-530034-44094788.jpeg","",""
"https://www.hepsiemlak.com/antalya-kepez-gunes-kiralik/daire/120429-1639","22","15.000","25-04-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Güneşevler De Güney Cepheli Kiralık","Antalya / Kepez / Güneş Mah.","https://www.hepsiemlak.com/emlak-ofisi/emlak-aski-120429","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/4/8/2/5/4/4/5d50ab21901f4ba675f5496fc7f6f6f8b82ce9feeaa140ef8baf366b465a96726b5c02953c7001f9e8603adcf03c85f5.jpg","Emlak Aşkı","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/2/4/0/2/1/010b54bd-1155-4bcf-a85b-0a63b035858a.jpeg"
"https://www.hepsiemlak.com/antalya-kepez-kepez-kiralik/daire/111828-1113","21","18.000","12-05-2025","Kiralık Daire","2 +
                          1","110 m²","3
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Suryapı'da Geniş Ferah 2+1 Amerikan Mutfak Kiralık Daire","Antalya / Kepez / Kepez Mah.","https://www.hepsiemlak.com/emlak-ofisi/adonis-gayrimenkul-111828","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/4/6/0/0/4/4/1736247444315-44006462.jpg","Adonis Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/2/8/1/1/1/a22d06fd-7528-42c8-9d7e-aee3001810d2.jpg"
"https://www.hepsiemlak.com/antalya-alanya-elikesik-kiralik/daire/151500-47","12","10.000","26-04-2025","Kiralık Daire","2 +
                          1","90 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Alanya Elikesik Mh 2+1 Yeni Bina Kiralık Boş","Antalya / Alanya / Elikesik Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/8/0/3/5/4/4/1745627857-673676-44530875.jpeg","",""
"https://www.hepsiemlak.com/antalya-alanya-demirtas-kiralik/daire/158841-9","24","12.500","21-05-2025","Kiralık Daire","2 +
                          1","100 m²","1
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Alanya Demirtaş Site İçi Aktiviteli Manzaralı 2+1 Kiralık Daire","Antalya / Alanya / Demirtaş Mah.","","","",""
"https://www.hepsiemlak.com/antalya-manavgat-sorgun-kiralik/residence/158210-81","29","30.000","14-05-2025","Kiralık Residence","1 +
                          1","60 m²","1
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Site İçi Havuzlu Güvenlikli 1+1 Sıfır Ful Eşyalı Kiralık Daireler","Antalya / Manavgat / Sorgun Mah.","","","",""
"https://www.hepsiemlak.com/antalya-kepez-gazi-kiralik/daire/158650-7","18","11.000","18-05-2025","Kiralık Daire","1 +
                          1","50 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sütçüler-Gazi'de Tramvay Ve Şifa Hastanesi 400m. *y. Grş.*sıfır 1+1 Daire","Antalya / Kepez / Gazi Mah.","","","",""
"https://www.hepsiemlak.com/antalya-gazipasa-istiklal-kiralik/daire/137748-1286","17","25.000","02-05-2025","Kiralık Daire","4 +
                          1","250 m²","10
                        Yaşında","Teras Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Lüx Cılızlar Sitesinde Full Aktiviteli 4+1 Kiralık Dublex","Antalya / Gazipaşa / İstiklal Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-crystal-137748","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/7/7/8/4/4/4/df6b9232-1f67-45dc-9b2f-ea88ee569a0e.jpg","Remax Crystal","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/4/7/7/3/1/c52bb63a-caad-4b17-a7e4-47dc81ae5e0f.jpg"
"https://www.hepsiemlak.com/antalya-kepez-dudenbasi-kiralik/daire/86971-1211","19","14.000","15-05-2025","Kiralık Daire","2 +
                          1","95 m²","12
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kepez Düdenbaşın Da 2+1 Ayrı Mutfaklı  2. Balkonlu Ara Katta Kiralık Daire","Antalya / Kepez / Düdenbaşı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/3/1/2/4/4/4/1743770164061-44421391.jpg","",""
"https://www.hepsiemlak.com/antalya-muratpasa-yenigun-kiralik/daire/5858-966","18","17.000","11-05-2025","Kiralık Daire","2 +
                          1","95 m²","5
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Antalya Yenigün May Cadde Üzeri Lüks Kiralık Daire","Antalya / Muratpaşa / Yenigün Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/5/0/3/9/2/4/1720247080298-42930517.jpg","",""
"https://www.hepsiemlak.com/antalya-kemer-arslanbucak-kiralik/villa/95671-1210","22","35.000","08-05-2025","Kiralık Villa","4 +
                          4","185 m²","5
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Arslanbucakta Ayrı Mutfaklı 4+1 Müstakil Kiralık Villa","Antalya / Kemer / Arslanbucak Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/0/7/5/3/4/4/5ff1a34c-09b5-431a-bff4-4e4ba00706e8.jpg","",""
"https://www.hepsiemlak.com/antalya-alanya-mahmutlar-kiralik/daire/142040-235","39","15.000","15-05-2025","Kiralık Daire","2 +
                          1","100 m²","3
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Prime Loft 2+1 Boş Kiralık Daire 15.000 Tl","Antalya / Alanya / Mahmutlar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/1/3/3/5/4/4/cb1b1179-4336-4190-a886-4feaf82ecb98.jpg","",""
"https://www.hepsiemlak.com/antalya-gazipasa-pazarci-kiralik/daire/137748-1263","40","35.000","15-05-2025","Kiralık Daire","4 +
                          1","250 m²","5
                        Yaşında","9. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Rüyam Konaklarında 4+1 Kıralık Dublex","Antalya / Gazipaşa / Pazarcı Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-crystal-137748","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/5/7/1/4/4/4/6eba1f62-dd10-4fb6-8fd6-9bfaef218c3e.jpg","Remax Crystal","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/4/7/7/3/1/c52bb63a-caad-4b17-a7e4-47dc81ae5e0f.jpg"
"https://www.hepsiemlak.com/antalya-dosemealti-bahceyaka-kiralik/daire/112881-2877","10","10.500","20-05-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Antalya Döşemealtı Bahçeyaka D.Gazlı 1+1 Eşyasız Sıfır Kiralık","Antalya / Döşemealtı / Bahçeyaka Mah.","https://www.hepsiemlak.com/emlak-ofisi/realty-world-yildiz-gayrimenkul-112881","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/5/1/5/5/4/4/8eb422b3-8e24-4e77-b7fd-1b496c26b299.jpg","Realty World Yıldız Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/8/8/2/1/1/dd0a2d95-79a6-418c-a380-76409f61c3cf.jpg"
"https://www.hepsiemlak.com/antalya-alanya-konakli-kiralik/daire/119217-745","24","12.000","26-04-2025","Kiralık Daire","2 +
                          1","110 m²","10
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Alanya Konaklı Da 2+1 Ayrı Mutfak Geniş Kiralık Daire","Antalya / Alanya / Konaklı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/7/3/3/5/4/4/1745674043-6121922-44533744.jpeg","",""
"https://www.hepsiemlak.com/antalya-finike-hasyurt-kiralik/daire/128500-278","14","10.500","07-05-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","Zemin","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Finike Hasyurt Sahil Havuzlu Sitede Kiralık Daire","Antalya / Finike / Hasyurt Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/3/3/4/4/4/4/ce2aa5c5-e53b-49bd-93db-5aeee4eaf9e7.jpg","",""
"https://www.hepsiemlak.com/antalya-alanya-mahmutlar-kiralik/daire/122111-952","5","12.000","20-05-2025","Kiralık Daire","1 +
                          1","65 m²","7
                        Yaşında","7. Kat","","","","***alanya Mahmutlarda Sosyal Alanlı Sitede Boş Kiralık 1+1 Daire 12.000tl.***","Antalya / Alanya / Mahmutlar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/1/3/5/5/4/4/5a8fce2c-467c-4b33-878c-b5a3b706af49.jpg","",""
"https://www.hepsiemlak.com/antalya-alanya-kestel-kiralik/daire/89471-1029","20","14.000","30-04-2025","Kiralık Daire","1 +
                          1","75 m²","7
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Alanya Kestel Kiralık Daire 1+1 Deniz Manzaralı","Antalya / Alanya / Kestel Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/8/3/6/2/4/4/99f8b357-fb15-4a34-9674-3ff021e4ad81.jpg","",""
"https://www.hepsiemlak.com/antalya-kepez-gundogdu-kiralik/daire/128572-2034","26","12.000","22-04-2025","Kiralık Daire","1 +
                          1","45 m²","4
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Tramvay Yakını Gündoğdu'da Yüksek Giriş 1+1 45m2 Güney Cepheli Daire","Antalya / Kepez / Gündoğdu Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/5/4/1/5/4/4/c2be03c5-8bff-418d-82e5-674e95e35c20.jpg","",""
"https://www.hepsiemlak.com/antalya-serik-belek-kiralik/villa/150597-84","49","11.500","05-05-2025","Kiralık Villa","3 +
                          1","300 m²","Sıfır Bina","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Lüks Villa","Antalya / Serik / Belek Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/3/8/0/3/4/4/88f454a5-3ad1-4dc3-8f94-50542eee10bf.jpg","",""
"https://www.hepsiemlak.com/antalya-kepez-erenkoy-kiralik/daire/91225-543","27","20.000","16-05-2025","Kiralık Daire","3 +
                          1","150 m²","1
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık 3+1 Duplex Kepez Antalya","Antalya / Kepez / Erenköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/9/7/6/3/0/4/1677520506-876725-40367965.jpeg","",""
"https://www.hepsiemlak.com/antalya-kepez-kepez-kiralik/daire/120089-2117","34","20.500","08-05-2025","Kiralık Daire","3 +
                          1","118 m²","Sıfır Bina","Bahçe Katı","","","","Poyraz'dan Suryapı Antalyada Kiralık 3+1 118m² Bahçe Katı Daire","Antalya / Kepez / Kepez Mah.","https://www.hepsiemlak.com/emlak-ofisi/poyraz-emlak-120089","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/5/6/9/5/4/4/6fc40439-bee3-4c7f-a42f-b6e1201e6722.jpg","Poyraz Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/8/0/0/2/1/1aacbe26-27e3-41fb-9658-2284218199af.jpg"
"https://www.hepsiemlak.com/antalya-finike-kum-kiralik/daire/132578-262","24","14.250","20-05-2025","Kiralık Daire","2 +
                          1","110 m²","Sıfır Bina","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kum Mahallesi Emniyet Arkası Kiralık 2+1 Teraslı Ultra Lüks Dairez","Antalya / Finike / Kum Mah.","https://www.hepsiemlak.com/emlak-ofisi/star-emlak-gayrimenkul-132578","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/7/9/4/6/4/4/1747555514-911053-44649745.jpeg","Star Emlak Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/7/5/2/3/1/aefb8f2b-1ba0-417c-b897-c8780122eb63.jpg"
"https://www.hepsiemlak.com/antalya-alanya-mahmutlar-kiralik/daire/154274-95","25","20.000","18-05-2025","Kiralık Daire","2 +
                          1","115 m²","15
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Alanya Mahmutlar Sunset By Kiralık 2+1 Eşyalı Daire","Antalya / Alanya / Mahmutlar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/9/2/4/6/4/4/1747419254509-44642967.jpg","",""
"https://www.hepsiemlak.com/antalya-aksu-altintas-kiralik/daire/0-44544251","25","15.000","01-05-2025","Kiralık Daire","2 +
                          1","110 m²","Sıfır Bina","11. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sahibinden Havuzlu Sitede 2+1","Antalya / Aksu / Altıntaş Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/2/4/4/5/4/4/1745912839003-44544251.jpg","",""
"https://www.hepsiemlak.com/antalya-muratpasa-kizilarik-kiralik/daire/150752-269","17","15.000","29-04-2025","Kiralık Daire","3 +
                          1","140 m²","10
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kızılarık Mah 3+1 Kiralık","Antalya / Muratpaşa / Kızılarık Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/6/4/4/5/4/4/bdc2e663-3230-4add-ad04-34f623efed6e.jpg","",""
"https://www.hepsiemlak.com/antalya-konyaalti-hisarcandir-kiralik/mustakil-ev/94451-2562","16","17.000","14-05-2025","Kiralık Müstakil Ev","2 +
                          1","100 m²","10
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Antalya Konyaaltı Hisarçandırda Eşyasız Boş Orman Manzaralı Bahçeli Kiralık 2+1 Yüksek Giriş Daire","Antalya / Konyaaltı / Hisarçandır Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/3/9/0/8/5/4/4/1746508529774-44580932.jpg","",""
"https://www.hepsiemlak.com/antalya-kepez-safak-kiralik/daire/56936-574","27","16.000","15-05-2025","Kiralık Daire","3 +
                          1","135 m²","15
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kepez Şafak Mahallesi Kiralık Daire 2 Kat3+1","Antalya / Kepez / Şafak Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/1/6/3/6/4/4/1747322111087-44636153.jpg","",""
"https://www.hepsiemlak.com/antalya-kepez-cankaya-kiralik/daire/65907-5043","14","20.000","16-05-2025","Kiralık Daire","2 +
                          1","100 m²","3
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/0/9/5/6/0/1dfda4b8-d0e3-4d3c-b2e4-54cd94da9d51.jpg","EİDS onaylı","Şehir Hastanesine Yakın Konumda Sıfır Kiralık 2+1 Daire","Antalya / Kepez / Çankaya Mah.","https://www.hepsiemlak.com/emlak-ofisi/akdeniz-turkuaz-gayrimenkul-65907","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Akdeniz Turkuaz Gayrimenkul",""
"https://www.hepsiemlak.com/antalya-alanya-kizlar-pinari-kiralik/daire/150790-127","12","21.500","02-05-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","3. Kat","","","","Alanya Kızlarpınar Mahallesi'nde Kiralık 1+1 Eşyalı Daire","Antalya / Alanya / Kızlar Pınarı Mah.","https://www.hepsiemlak.com/emlak-ofisi/kudretli-emlak-150790","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/9/7/0/5/1/39c827bd-7981-4df0-b833-aa3da0f01231.jpg","Kudretli Emlak",""
"https://www.hepsiemlak.com/antalya-konyaalti-uluc-kiralik/daire/156193-9","21","24.000","18-05-2025","Kiralık Daire","2 +
                          1","80 m²","15
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Konyaaltı Uluç Arakat Kiralık 2+1 Daire","Antalya / Konyaaltı / Uluç Mah.","","","",""
"https://www.hepsiemlak.com/antalya-finike-kum-kiralik/daire/132578-261","17","15.000","20-05-2025","Kiralık Daire","2 +
                          1","90 m²","Sıfır Bina","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kum Mahallesi Hastane Arkası Kiralık Ultra Lüks 2+1 Sıfır Daire","Antalya / Finike / Kum Mah.","https://www.hepsiemlak.com/emlak-ofisi/star-emlak-gayrimenkul-132578","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/3/3/1/5/4/4/1745320243-287472-44513360.jpeg","Star Emlak Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/7/5/2/3/1/aefb8f2b-1ba0-417c-b897-c8780122eb63.jpg"
"https://www.hepsiemlak.com/antalya-kemer-kuzdere-kiralik/daire/95671-1208","18","25.000","08-05-2025","Kiralık Daire","3 +
                          1","120 m²","Sıfır Bina","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kuzderede Ayrı Mutfaklı 3+1 Kiralık Daire","Antalya / Kemer / Kuzdere Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/6/8/1/3/4/4/1741777883025-44318661.jpg","",""
"https://www.hepsiemlak.com/antalya-alanya-kestel-kiralik/daire/133424-197","37","22.000","10-05-2025","Kiralık Daire","2 +
                          1","110 m²","8
                        Yaşında","3. Kat","","","","Kestel Mahallesi Kiralık 2+1 Eşyalı Daire","Antalya / Alanya / Kestel Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/3/6/0/6/4/4/1746865256-726527-44606375.jpeg","",""
"https://www.hepsiemlak.com/antalya-finike-hasyurt-kiralik/daire/140636-99","34","23.000","10-05-2025","Kiralık Daire","3 +
                          1","125 m²","Sıfır Bina","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Finike Sahilde Lüks Projede Deniz Manzaralı Kiralık 3+1","Antalya / Finike / Hasyurt Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/1/9/4/2/4/4/cff4f4b8-8d7e-46b8-b323-ad0367aa876e.jpg","",""
"https://www.hepsiemlak.com/antalya-dosemealti-altinkale-kiralik/daire/64633-614","51","18.000","17-05-2025","Kiralık Daire","2 +
                          1","100 m²","Sıfır Bina","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Döşemealtı Altınkaya Mah. 2+1 Sıfır Binada Kiralık Daire","Antalya / Döşemealtı / Altınkale Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/8/8/2/5/4/4/0f116ff5a516c40c0d72396775574a422e7043d01b1fe3d697220917b1fef7f5084e13c89e289d0ccfbb6e6e1a471ce9.jpg","",""
"https://www.hepsiemlak.com/antalya-kepez-fevzi-cakmak-kiralik/daire/691669-509","32","11.000","19-05-2025","Kiralık Daire","1 +
                          1","65 m²","4
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Şehir Hastanesi Yakını Katta Kiralık 1+1 Daire","Antalya / Kepez / Fevzi Çakmak Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/5/5/8/4/4/4/1744872580307-44485576.jpg","",""
"https://www.hepsiemlak.com/antalya-dosemealti-ciplakli-kiralik/daire/93904-122","13","13.000","09-05-2025","Kiralık Daire","2 +
                          1","95 m²","10
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Daire ďöşemealtı Toki 2×1","Antalya / Döşemealtı / Çıplaklı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/6/1/9/3/4/4/1743016061933-44391652.jpg","",""
"https://www.hepsiemlak.com/antalya-kepez-ahatli-kiralik/daire/141424-99","12","15.000","20-05-2025","Kiralık Daire","2 +
                          1","90 m²","11
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ulusoy Caddesine Yakın Kiralık İçi Sıfır Yapılı Daire 2+1","Antalya / Kepez / Ahatlı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/9/3/6/5/4/4/49477c995b815e096a53d2ed3113bc1795c2a618ad5a7f1b0d0c8ed4da62b7ce812c6bcbbb3aea4e4fefe5ae5313ab7a.jpg","",""
"https://www.hepsiemlak.com/antalya-manavgat-ilica-kiralik/daire/96740-792","13","18.000","15-05-2025","Kiralık Daire","2 +
                          1","80 m²","Sıfır Bina","Yüksek Giriş","","","","Manavgat Ilıcada Kiralık 2+1 Yüksek Giriş Daire","Antalya / Manavgat / Ilıca Mah.","https://www.hepsiemlak.com/emlak-ofisi/uluten-homes-96740","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/5/2/0/9/3/4/1734810274-751199-43902554.jpeg","Uluten Homes","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/4/7/6/9/0/fffb6a12-6ddf-42ec-84fc-043921cc171b.jpg"
"https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-kiralik/daire/27323-3294","23","17.500","21-05-2025","Kiralık Daire","1 +
                          1","75 m²","15
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Lara Güzelobada Deniz Manzaralı 75m2 Kiralık Daire 17500tl","Antalya / Muratpaşa / Güzeloba Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/6/3/8/3/4/4/1b56f2fa-4583-4ea8-be23-e6028f3e3d31.jpg","",""
"https://www.hepsiemlak.com/antalya-alanya-mahmutlar-kiralik/residence/156754-26","13","12.000","13-05-2025","Kiralık Residence","1 +
                          1","60 m²","Sıfır Bina","3. Kat","","","","Mahmutlarda Avm Yakınında Sıfır 1+1","Antalya / Alanya / Mahmutlar Mah.","https://www.hepsiemlak.com/emlak-ofisi/emir-alanya-turizm-danismanlik-ticaret-limited-sir-156754","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/1/2/2/6/4/4/1747134121709-44622173.jpg","Emir Alanya Turizm Danışmanlık Ticaret Limited Şir","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/5/7/6/5/1/dd49ab8a-5e22-4160-9f82-97d573486158.jpg"
"https://www.hepsiemlak.com/antalya-kepez-emek-kiralik/daire/691669-570","25","12.500","19-05-2025","Kiralık Daire","Stüdyo","55 m²","10
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Tramvay Duraği Yanında Yüksek Giriş","Antalya / Kepez / Emek Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/3/7/0/6/4/4/1746872716724-44607330.jpg","",""
